Time,Frequency,Resistance,Anomaly
19/11/2020 13:21:8.639052,5009621.8,372.39,0
19/11/2020 13:21:9.673468,5009621.8,372.37,0
19/11/2020 13:21:10.707621,5009621.9,372.34,0
19/11/2020 13:21:11.744388,5009621.9,372.33,0
19/11/2020 13:21:12.780131,5009622,372.3,0
19/11/2020 13:21:13.813445,5009622.1,372.21,0
19/11/2020 13:21:14.845296,5009622.3,372.15,0
19/11/2020 13:21:15.880744,5009622.3,372.13,0
19/11/2020 13:21:16.916725,5009622.4,372.09,0
19/11/2020 13:21:17.952746,5009622.3,372.06,0
19/11/2020 13:21:18.984615,5009622.1,372.08,0
19/11/2020 13:21:20.20832,5009622,372.09,0
19/11/2020 13:21:21.56369,5009622,372.08,0
19/11/2020 13:21:22.91229,5009621.9,372.07,0
19/11/2020 13:21:23.126515,5009621.8,372.1,0
19/11/2020 13:21:24.161473,5009621.6,372.1,0
19/11/2020 13:21:25.196168,5009621.6,372.07,0
19/11/2020 13:21:26.232487,5009621.5,372.04,0
19/11/2020 13:21:27.264443,5009621.4,372.02,0
19/11/2020 13:21:28.296738,5009621.4,372.02,0
19/11/2020 13:21:29.330679,5009621.3,371.98,0
19/11/2020 13:21:30.364022,5009621.1,371.97,0
19/11/2020 13:21:31.395044,5009621,371.98,0
19/11/2020 13:21:32.429273,5009621,371.94,0
19/11/2020 13:21:33.464090,5009620.8,371.95,0
19/11/2020 13:21:34.500325,5009620.7,371.97,0
19/11/2020 13:21:35.536938,5009620.5,371.97,0
19/11/2020 13:21:36.569695,5009620.4,371.99,0
19/11/2020 13:21:37.605344,5009620.2,372.02,0
19/11/2020 13:21:38.637610,5009620,372.03,0
19/11/2020 13:21:39.672128,5009620,372.03,0
19/11/2020 13:21:40.708550,5009619.9,372.03,0
19/11/2020 13:21:41.742257,5009619.8,372.03,0
19/11/2020 13:21:42.776327,5009619.7,372.02,0
19/11/2020 13:21:43.809759,5009619.6,372.04,0
19/11/2020 13:21:44.844462,5009619.6,372.03,0
19/11/2020 13:21:45.876896,5009619.4,372.05,0
19/11/2020 13:21:46.908535,5009619.3,372.05,0
19/11/2020 13:21:47.940232,5009619.3,372.03,0
19/11/2020 13:21:48.972781,5009619.3,372.05,0
19/11/2020 13:21:50.5828,5009619.2,372.04,0
19/11/2020 13:21:51.42274,5009619.3,372,0
19/11/2020 13:21:52.77404,5009619.4,371.97,0
19/11/2020 13:21:53.110402,5009619.4,371.94,0
19/11/2020 13:21:54.142503,5009619.4,371.93,0
19/11/2020 13:21:55.174940,5009619.4,371.94,0
19/11/2020 13:21:56.211424,5009619.3,371.94,0
19/11/2020 13:21:57.244665,5009619.4,371.96,0
19/11/2020 13:21:58.276844,5009619.4,371.92,0
19/11/2020 13:21:59.309402,5009619.5,371.92,0
19/11/2020 13:22:0.344048,5009619.4,371.93,0
19/11/2020 13:22:1.376147,5009619.4,371.93,0
19/11/2020 13:22:2.411413,5009619.6,371.91,0
19/11/2020 13:22:3.445352,5009619.6,371.92,0
19/11/2020 13:22:4.480883,5009619.6,371.89,0
19/11/2020 13:22:5.514132,5009619.6,371.9,0
19/11/2020 13:22:6.550229,5009619.7,371.87,0
19/11/2020 13:22:7.586715,5009619.9,371.84,0
19/11/2020 13:22:8.620276,5009619.9,371.85,0
19/11/2020 13:22:9.653187,5009619.9,371.86,0
19/11/2020 13:22:10.689411,5009619.9,371.84,0
19/11/2020 13:22:11.723371,5009620,371.84,0
19/11/2020 13:22:12.757572,5009620,371.84,0
19/11/2020 13:22:13.789166,5009620,371.86,0
19/11/2020 13:22:14.822130,5009620,371.87,0
19/11/2020 13:22:15.858646,5009620.1,371.89,0
19/11/2020 13:22:16.895130,5009620,371.91,0
19/11/2020 13:22:17.928192,5009620,371.92,0
19/11/2020 13:22:18.961782,5009620,371.95,0
19/11/2020 13:22:19.996261,5009620,371.96,0
19/11/2020 13:22:21.31563,5009619.9,371.99,0
19/11/2020 13:22:22.68068,5009619.9,372,0
19/11/2020 13:22:23.99943,5009619.9,372,0
19/11/2020 13:22:24.134349,5009620,371.97,0
19/11/2020 13:22:25.170535,5009620,371.96,0
19/11/2020 13:22:26.207019,5009620.1,371.96,0
19/11/2020 13:22:27.243119,5009620.1,371.93,0
19/11/2020 13:22:28.277746,5009620.1,371.93,0
19/11/2020 13:22:29.314195,5009620,371.95,0
19/11/2020 13:22:30.349059,5009620,371.96,0
19/11/2020 13:22:31.382824,5009620.1,371.98,0
19/11/2020 13:22:32.419440,5009620,371.99,0
19/11/2020 13:22:33.454026,5009620,371.99,0
19/11/2020 13:22:34.486527,5009620.1,371.94,0
19/11/2020 13:22:35.519491,5009620.1,371.92,0
19/11/2020 13:22:36.552900,5009620.2,371.89,0
19/11/2020 13:22:37.586634,5009620.3,371.88,0
19/11/2020 13:22:38.622218,5009620.2,371.92,0
19/11/2020 13:22:39.655587,5009620.1,371.98,0
19/11/2020 13:22:40.691830,5009620.1,372.06,0
19/11/2020 13:22:41.723250,5009619.8,372.19,0
19/11/2020 13:22:42.758263,5009619.5,372.33,0
19/11/2020 13:22:43.790800,5009619.1,372.43,0
19/11/2020 13:22:44.825473,5009618.9,372.51,0
19/11/2020 13:22:45.861333,5009618.4,372.55,0
19/11/2020 13:22:46.895129,5009618.2,372.55,0
19/11/2020 13:22:47.931436,5009617.9,372.57,0
19/11/2020 13:22:48.966109,5009617.9,372.52,0
19/11/2020 13:22:50.2608,5009617.8,372.47,0
19/11/2020 13:22:51.38143,5009617.8,372.47,0
19/11/2020 13:22:52.69797,5009617.6,372.43,0
19/11/2020 13:22:53.104521,5009617.4,372.4,0
19/11/2020 13:22:54.137550,5009617.5,372.38,0
19/11/2020 13:22:55.171939,5009617.5,372.31,0
19/11/2020 13:22:56.208414,5009617.4,372.28,0
19/11/2020 13:22:57.243052,5009617.6,372.23,0
19/11/2020 13:22:58.276437,5009617.6,372.19,0
19/11/2020 13:22:59.311501,5009617.6,372.19,0
19/11/2020 13:23:0.347935,5009617.5,372.2,0
19/11/2020 13:23:1.384411,5009617.6,372.21,0
19/11/2020 13:23:2.419102,5009617.4,372.23,0
19/11/2020 13:23:3.453869,5009617.4,372.25,0
19/11/2020 13:23:4.485321,5009617.6,372.25,0
19/11/2020 13:23:5.518026,5009617.6,372.29,0
19/11/2020 13:23:6.551683,5009617.5,372.29,0
19/11/2020 13:23:7.586656,5009617.6,372.33,0
19/11/2020 13:23:8.618707,5009617.6,372.35,0
19/11/2020 13:23:9.654256,5009617.6,372.35,0
19/11/2020 13:23:10.688827,5009617.6,372.36,0
19/11/2020 13:23:11.723769,5009617.8,372.35,0
19/11/2020 13:23:12.755848,5009617.8,372.32,0
19/11/2020 13:23:13.792440,5009617.8,372.31,0
19/11/2020 13:23:14.827980,5009617.9,372.31,0
19/11/2020 13:23:15.863279,5009618,372.32,0
19/11/2020 13:23:16.897795,5009618,372.31,0
19/11/2020 13:23:17.931140,5009618.1,372.31,0
19/11/2020 13:23:18.964720,5009618.2,372.31,0
19/11/2020 13:23:19.999248,5009618.3,372.29,0
19/11/2020 13:23:21.30323,5009618.3,372.31,0
19/11/2020 13:23:22.64662,5009618.6,372.3,0
19/11/2020 13:23:23.97982,5009618.6,372.24,0
19/11/2020 13:23:24.133329,5009618.8,372.21,0
19/11/2020 13:23:25.169897,5009618.8,372.19,0
19/11/2020 13:23:26.201527,5009618.9,372.18,0
19/11/2020 13:23:27.238006,5009618.9,372.17,0
19/11/2020 13:23:28.272418,5009619,372.17,0
19/11/2020 13:23:29.307832,5009619.1,372.13,0
19/11/2020 13:23:30.343048,5009619.1,372.12,0
19/11/2020 13:23:31.378315,5009619.2,372.11,0
19/11/2020 13:23:32.410644,5009619.3,372.11,0
19/11/2020 13:23:33.445962,5009619.4,372.11,0
19/11/2020 13:23:34.479384,5009619.5,372.1,0
19/11/2020 13:23:35.512307,5009619.5,372.1,0
19/11/2020 13:23:36.546698,5009619.6,372.12,0
19/11/2020 13:23:37.578124,5009619.6,372.13,0
19/11/2020 13:23:38.614066,5009619.7,372.12,0
19/11/2020 13:23:39.646384,5009619.9,372.12,0
19/11/2020 13:23:40.681233,5009619.9,372.12,0
19/11/2020 13:23:41.714101,5009620,372.14,0
19/11/2020 13:23:42.746361,5009620,372.15,0
19/11/2020 13:23:43.781150,5009620.1,372.15,0
19/11/2020 13:23:44.817107,5009620.2,372.17,0
19/11/2020 13:23:45.849363,5009620.3,372.17,0
19/11/2020 13:23:46.885631,5009620.3,372.16,0
19/11/2020 13:23:47.920829,5009620.4,372.13,0
19/11/2020 13:23:48.955768,5009620.6,372.13,0
19/11/2020 13:23:49.988228,5009620.8,372.12,0
19/11/2020 13:23:51.21180,5009620.8,372.13,0
19/11/2020 13:23:52.56420,5009620.9,372.13,0
19/11/2020 13:23:53.92512,5009620.9,372.13,0
19/11/2020 13:23:54.127520,5009621,372.16,0
19/11/2020 13:23:55.160559,5009621.1,372.14,0
19/11/2020 13:23:56.195933,5009621.1,372.12,0
19/11/2020 13:23:57.232427,5009621.3,372.12,0
19/11/2020 13:23:58.268941,5009621.2,372.13,0
19/11/2020 13:23:59.302379,5009621.4,372.12,0
19/11/2020 13:24:0.334900,5009621.4,372.12,0
19/11/2020 13:24:1.366251,5009621.4,372.12,0
19/11/2020 13:24:2.402336,5009621.6,372.1,0
19/11/2020 13:24:3.434037,5009621.7,372.07,0
19/11/2020 13:24:4.468154,5009621.8,372.06,0
19/11/2020 13:24:5.503386,5009621.9,372.05,0
19/11/2020 13:24:6.537344,5009621.9,372.05,0
19/11/2020 13:24:7.572707,5009622,372.05,0
19/11/2020 13:24:8.604792,5009622,372.06,0
19/11/2020 13:24:9.640895,5009622,372.07,0
19/11/2020 13:24:10.676686,5009622,372.08,0
19/11/2020 13:24:11.713147,5009622,372.09,0
19/11/2020 13:24:12.749651,5009622,372.1,0
19/11/2020 13:24:13.782129,5009622,372.1,0
19/11/2020 13:24:14.814827,5009622,372.12,0
19/11/2020 13:24:15.849021,5009622.1,372.13,0
19/11/2020 13:24:16.883171,5009622.2,372.12,0
19/11/2020 13:24:17.916429,5009622.3,372.11,0
19/11/2020 13:24:18.952864,5009622.3,372.1,0
19/11/2020 13:24:19.986006,5009622.4,372.08,0
19/11/2020 13:24:21.22503,5009622.4,372.08,0
19/11/2020 13:24:22.54565,5009622.5,372.08,0
19/11/2020 13:24:23.88462,5009622.7,372.03,0
19/11/2020 13:24:24.119806,5009622.8,371.99,0
19/11/2020 13:24:25.154897,5009622.9,371.98,0
19/11/2020 13:24:26.188282,5009622.9,371.97,0
19/11/2020 13:24:27.223397,5009622.9,371.98,0
19/11/2020 13:24:28.260134,5009623,371.98,0
19/11/2020 13:24:29.296212,5009623.1,371.92,0
19/11/2020 13:24:30.332687,5009623.2,371.89,0
19/11/2020 13:24:31.369290,5009623.3,371.88,0
19/11/2020 13:24:32.404291,5009623.4,371.86,0
19/11/2020 13:24:33.436739,5009623.5,371.86,0
19/11/2020 13:24:34.469934,5009623.4,371.88,0
19/11/2020 13:24:35.501977,5009623.6,371.88,0
19/11/2020 13:24:36.534388,5009623.6,371.89,0
19/11/2020 13:24:37.566795,5009623.5,371.91,0
19/11/2020 13:24:38.598868,5009623.6,371.94,0
19/11/2020 13:24:39.632775,5009623.6,371.95,0
19/11/2020 13:24:40.664118,5009623.6,371.95,0
19/11/2020 13:24:41.700471,5009623.6,371.95,0
19/11/2020 13:24:42.735183,5009623.7,371.93,0
19/11/2020 13:24:43.770895,5009623.8,371.93,0
19/11/2020 13:24:44.805879,5009623.8,371.93,0
19/11/2020 13:24:45.840051,5009623.8,371.95,0
19/11/2020 13:24:46.786479,5009623.9,371.95,0
19/11/2020 13:24:47.819441,5009623.8,371.97,0
19/11/2020 13:24:48.853588,5009624,371.94,0
19/11/2020 13:24:49.887165,5009624.1,371.93,0
19/11/2020 13:24:50.921716,5009624,371.92,0
19/11/2020 13:24:51.956760,5009624.1,371.94,0
19/11/2020 13:24:52.994140,5009624.1,371.94,0
19/11/2020 13:24:54.31623,5009624.1,371.96,0
19/11/2020 13:24:55.65824,5009624.1,371.97,0
19/11/2020 13:24:56.98347,5009624,371.99,0
19/11/2020 13:24:57.137083,5009624,372.01,0
19/11/2020 13:24:58.173874,5009624,372.02,0
19/11/2020 13:24:59.206491,5009624.1,372.03,0
19/11/2020 13:25:0.239879,5009624.1,372.04,0
19/11/2020 13:25:1.275337,5009624.1,372.05,0
19/11/2020 13:25:2.307662,5009624.1,372.05,0
19/11/2020 13:25:3.339989,5009624.1,372.03,0
19/11/2020 13:25:4.371954,5009624.2,372.01,0
19/11/2020 13:25:5.411656,5009624.2,372,0
19/11/2020 13:25:6.450366,5009624.3,372.02,0
19/11/2020 13:25:7.491886,5009624.2,372.04,0
19/11/2020 13:25:8.530107,5009624.1,372.07,0
19/11/2020 13:25:9.567197,5009624.1,372.07,0
19/11/2020 13:25:10.606752,5009624.1,372.11,0
19/11/2020 13:25:11.640571,5009624.1,372.13,0
19/11/2020 13:25:12.671806,5009624.2,372.14,0
19/11/2020 13:25:13.704529,5009624.2,372.16,0
19/11/2020 13:25:14.738495,5009624.3,372.17,0
19/11/2020 13:25:15.770658,5009624.3,372.17,0
19/11/2020 13:25:16.802094,5009624.4,372.17,0
19/11/2020 13:25:17.841111,5009624.4,372.13,0
19/11/2020 13:25:18.879125,5009624.4,372.12,0
19/11/2020 13:25:19.910378,5009624.4,372.13,0
19/11/2020 13:25:20.947397,5009624.4,372.15,0
19/11/2020 13:25:21.985544,5009624.3,372.14,0
19/11/2020 13:25:23.24340,5009624.4,372.14,0
19/11/2020 13:25:24.58087,5009624.3,372.15,0
19/11/2020 13:25:25.98332,5009624.4,372.14,0
19/11/2020 13:25:26.135807,5009624.4,372.15,0
19/11/2020 13:25:27.169027,5009624.4,372.1,0
19/11/2020 13:25:28.206405,5009624.6,372.05,0
19/11/2020 13:25:29.242249,5009624.6,372.06,0
19/11/2020 13:25:30.278501,5009624.5,372.07,0
19/11/2020 13:25:31.313220,5009624.6,372.05,0
19/11/2020 13:25:32.344604,5009624.5,372.06,0
19/11/2020 13:25:33.379118,5009624.6,372.03,0
19/11/2020 13:25:34.415716,5009624.8,372.01,0
19/11/2020 13:25:35.447350,5009624.8,372.01,0
19/11/2020 13:25:36.479747,5009624.8,372.02,0
19/11/2020 13:25:37.513456,5009624.8,372.02,0
19/11/2020 13:25:38.549887,5009624.8,372.01,0
19/11/2020 13:25:39.582056,5009624.9,371.96,0
19/11/2020 13:25:40.614664,5009625,371.92,0
19/11/2020 13:25:41.649212,5009625,371.92,0
19/11/2020 13:25:42.681400,5009625,371.93,0
19/11/2020 13:25:43.717583,5009624.9,371.96,0
19/11/2020 13:25:44.753623,5009624.9,371.97,0
19/11/2020 13:25:45.787371,5009624.8,371.99,0
19/11/2020 13:25:46.826694,5009624.9,372.01,0
19/11/2020 13:25:47.865924,5009624.8,372.04,0
19/11/2020 13:25:48.900613,5009624.8,371.99,0
19/11/2020 13:25:49.934459,5009625,371.96,0
19/11/2020 13:25:50.971602,5009625,371.96,0
19/11/2020 13:25:52.5034,5009625.1,371.94,0
19/11/2020 13:25:53.37182,5009625.2,371.9,0
19/11/2020 13:25:54.74628,5009625.1,371.89,0
19/11/2020 13:25:55.110891,5009625.2,371.9,0
19/11/2020 13:25:56.142653,5009625.2,371.91,0
19/11/2020 13:25:57.181742,5009625.1,371.91,0
19/11/2020 13:25:58.221779,5009625.3,371.9,0
19/11/2020 13:25:59.257532,5009625.2,371.91,0
19/11/2020 13:26:0.290848,5009625.2,371.92,0
19/11/2020 13:26:1.330786,5009625.1,371.95,0
19/11/2020 13:26:2.362078,5009625.1,371.97,0
19/11/2020 13:26:3.398971,5009625,371.98,0
19/11/2020 13:26:4.430303,5009625.1,371.99,0
19/11/2020 13:26:5.462779,5009625,371.99,0
19/11/2020 13:26:6.503510,5009625,372.01,0
19/11/2020 13:26:7.538167,5009625,372.01,0
19/11/2020 13:26:8.575936,5009625,372.02,0
19/11/2020 13:26:9.608137,5009625,372.02,0
19/11/2020 13:26:10.639643,5009625,372.03,0
19/11/2020 13:26:11.678543,5009625,372.02,0
19/11/2020 13:26:12.709647,5009625,372.03,0
19/11/2020 13:26:13.746648,5009625,372.05,0
19/11/2020 13:26:14.778597,5009624.9,372.06,0
19/11/2020 13:26:15.811881,5009624.9,372.07,0
19/11/2020 13:26:16.848128,5009624.9,372.1,0
19/11/2020 13:26:17.887569,5009624.9,372.1,0
19/11/2020 13:26:18.919735,5009624.9,372.14,0
19/11/2020 13:26:19.951201,5009624.8,372.14,0
19/11/2020 13:26:20.988685,5009624.8,372.13,0
19/11/2020 13:26:22.22088,5009624.9,372.13,0
19/11/2020 13:26:23.54329,5009624.9,372.12,0
19/11/2020 13:26:24.91253,5009624.9,372.12,0
19/11/2020 13:26:25.125776,5009624.9,372.11,0
19/11/2020 13:26:26.160098,5009624.9,372.12,0
19/11/2020 13:26:27.200143,5009624.8,372.15,0
19/11/2020 13:26:28.232220,5009624.8,372.17,0
19/11/2020 13:26:29.263776,5009624.7,372.19,0
19/11/2020 13:26:30.295025,5009624.8,372.2,0
19/11/2020 13:26:31.329539,5009624.7,372.21,0
19/11/2020 13:26:32.363835,5009624.8,372.21,0
19/11/2020 13:26:33.402495,5009624.7,372.21,0
19/11/2020 13:26:34.435951,5009624.6,372.22,0
19/11/2020 13:26:35.468921,5009624.5,372.25,0
19/11/2020 13:26:36.507061,5009624.4,372.28,0
19/11/2020 13:26:37.540662,5009624.6,372.29,0
19/11/2020 13:26:38.575966,5009624.6,372.3,0
19/11/2020 13:26:39.613037,5009624.4,372.29,0
19/11/2020 13:26:40.644565,5009624.4,372.32,0
19/11/2020 13:26:41.676600,5009624.5,372.33,0
19/11/2020 13:26:42.709582,5009624.4,372.34,0
19/11/2020 13:26:43.740737,5009624.3,372.36,0
19/11/2020 13:26:44.776277,5009624.3,372.36,0
19/11/2020 13:26:45.809012,5009624.3,372.37,0
19/11/2020 13:26:46.848257,5009624.3,372.38,0
19/11/2020 13:26:47.882330,5009624.3,372.37,0
19/11/2020 13:26:48.921693,5009624.3,372.36,0
19/11/2020 13:26:49.958884,5009624.3,372.35,0
19/11/2020 13:26:50.992995,5009624.3,372.36,0
19/11/2020 13:26:52.24506,5009624.3,372.36,0
19/11/2020 13:26:53.60296,5009624.2,372.4,0
19/11/2020 13:26:54.98291,5009624.2,372.42,0
19/11/2020 13:26:55.135873,5009624.3,372.42,0
19/11/2020 13:26:56.169759,5009624.2,372.44,0
19/11/2020 13:26:57.208297,5009624,372.48,0
19/11/2020 13:26:58.241026,5009624,372.5,0
19/11/2020 13:26:59.278818,5009624,372.51,0
19/11/2020 13:27:0.318909,5009624,372.53,0
19/11/2020 13:27:1.360954,5009623.9,372.53,0
19/11/2020 13:27:2.392615,5009624,372.53,0
19/11/2020 13:27:3.433052,5009623.9,372.51,0
19/11/2020 13:27:4.472531,5009623.9,372.53,0
19/11/2020 13:27:5.511374,5009623.9,372.56,0
19/11/2020 13:27:6.551614,5009623.8,372.6,0
19/11/2020 13:27:7.588987,5009623.8,372.6,0
19/11/2020 13:27:8.622276,5009623.8,372.57,0
19/11/2020 13:27:9.654597,5009623.8,372.59,0
19/11/2020 13:27:10.687501,5009623.7,372.59,0
19/11/2020 13:27:11.719424,5009623.8,372.61,0
19/11/2020 13:27:12.755591,5009623.8,372.61,0
19/11/2020 13:27:13.789537,5009623.8,372.6,0
19/11/2020 13:27:14.829360,5009623.8,372.59,0
19/11/2020 13:27:15.860958,5009623.8,372.6,0
19/11/2020 13:27:16.897180,5009623.8,372.6,0
19/11/2020 13:27:17.932901,5009623.6,372.61,0
19/11/2020 13:27:18.971336,5009623.6,372.62,0
19/11/2020 13:27:20.4165,5009623.6,372.64,0
19/11/2020 13:27:21.40538,5009623.6,372.65,0
19/11/2020 13:27:22.72474,5009623.6,372.65,0
19/11/2020 13:27:23.105683,5009623.6,372.66,0
19/11/2020 13:27:24.138839,5009623.4,372.68,0
19/11/2020 13:27:25.177904,5009623.4,372.69,0
19/11/2020 13:27:26.210607,5009623.4,372.72,0
19/11/2020 13:27:27.247824,5009623.4,372.71,0
19/11/2020 13:27:28.278778,5009623.4,372.71,0
19/11/2020 13:27:29.311103,5009623.4,372.71,0
19/11/2020 13:27:30.347136,5009623.3,372.71,0
19/11/2020 13:27:31.379873,5009623.3,372.73,0
19/11/2020 13:27:32.412471,5009623.3,372.75,0
19/11/2020 13:27:33.452734,5009623.2,372.77,0
19/11/2020 13:27:34.486643,5009623.3,372.78,0
19/11/2020 13:27:35.523529,5009623.2,372.8,0
19/11/2020 13:27:36.555292,5009623.1,372.82,0
19/11/2020 13:27:37.595940,5009623.1,372.84,0
19/11/2020 13:27:38.634233,5009623,372.87,0
19/11/2020 13:27:39.671791,5009623,372.9,0
19/11/2020 13:27:40.704760,5009622.9,372.93,0
19/11/2020 13:27:41.743720,5009622.9,372.95,0
19/11/2020 13:27:42.781542,5009622.9,372.96,0
